Canonical_SMILES,AMES,BBB,Bioavailability,Caco2,Clearance_H.,Clearance_M.,CYP2C9_Sub.,CYP2C9_In.,CYP2D6_Sub.,CYP2D6_In.,CYP3A4_Sub.,CYP3A4_In.,DILI,Half_Life,hERG,HIA_Hou,LD50_Zhu,Lipophilicity,Pgp,PPBR,Solubility,VDss
C1=Cc2ccccc2NN=C1,0.577441934,0.944611111,0.853058313,-4.693471634,22.03021434,18.40872203,0.207912878,0.305905814,0.214140268,0.161106565,0.537028949,0.347560974,0.4218026,11.47534521,0.220067836,0.966114394,2.299244228,2.756626496,0.157555186,94.45861787,-2.123069185,3.084973749
CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCCCC,0.097367162,0.870831165,0.752112297,-4.990902663,16.66839617,63.17492718,0.191688981,0.164967502,0.182551143,0.125277518,0.591360389,0.603427599,0.206312755,14.95262589,0.658201749,0.368638685,2.257671244,2.449053044,0.687920131,87.88257238,-5.21414518,6.279987251
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC(=O)OC(COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCC(N)C(=O)O,0.245308889,0.752971849,0.772331265,-5.391971636,28.30901598,60.94951082,0.23663961,0.529960983,0.174335307,0.121975066,0.454493327,0.282065641,0.517340201,15.16646707,0.371099913,0.896362447,2.412407937,2.273487794,0.722643469,91.43441694,-4.868592775,5.461430986
CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)OCC(O)CO,0.111113281,0.834146872,0.775061142,-5.18079811,18.945757,43.07046189,0.202800255,0.340813913,0.179179483,0.122604164,0.524935239,0.543374059,0.358434207,12.71699362,0.388297592,0.918075704,2.175233435,2.596511386,0.687880841,90.45825543,-5.170993092,5.293746029
O=P(O)(O)OC[C@H]1O[C@H](OP(=O)(O)OP(=O)(O)O)[C@H](O)[C@@H]1O,0.424012637,0.783003631,0.761348217,-5.738044723,18.52163815,18.29249846,0.251416968,0.085097058,0.165588271,0.069815032,0.545916305,0.102730558,0.379506892,43.48087918,0.262361833,0.913005669,3.027910262,1.63380683,0.092310613,72.77630131,-0.664961547,1.396243322
Cc1ccc(-c2ccc(C)cn2)nc1,0.307660613,0.936252167,0.870689686,-4.616431394,16.5539026,12.1082878,0.201503761,0.410271295,0.192879998,0.106807675,0.40424594,0.21200537,0.406180134,8.957312166,0.593451841,0.969651321,2.29358746,2.884412112,0.115588747,97.48230205,-2.6595881,4.112589674
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,0.153045597,0.237952802,0.545122021,-6.198316148,57.71798576,71.53946968,0.230867375,0.360841823,0.243297083,0.178771252,0.608945827,0.836187802,0.717161207,22.29713022,0.742182451,0.577694108,2.930133944,2.289214004,0.70293245,81.58430257,-3.610944007,3.504886967
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,0.791016395,0.89425537,0.791953568,-4.957488628,32.50800823,32.5841886,0.211975425,0.26244588,0.225623027,0.474060112,0.662635556,0.493299802,0.649837849,20.0246644,0.867511687,0.960364765,3.368137263,2.831121943,0.942698481,92.18476426,-3.806959259,4.482808146
CCCS(=O)(=O)N[C@H]1C[C@@H](N(C)c2ncnc3[nH]ccc23)C1,0.49870781,0.882790022,0.852698035,-4.905194499,26.02067097,32.15645691,0.226772683,0.178223146,0.187648082,0.145501708,0.47940566,0.670483558,0.798230756,12.90654722,0.481727598,0.964838449,2.575780084,3.042982383,0.208981406,95.15014531,-2.340068698,2.327742199
CC#CC(=O)N1CCC[C@H]1c1nc(-c2ccc(C(=O)Nc3ccccn3)cc2)c2c(N)nccn12,0.657210965,0.831694824,0.818856972,-5.009528943,38.12817475,43.93736297,0.24821731,0.687833724,0.180789665,0.12460714,0.507644627,0.595319081,0.860044214,12.27406665,0.668166461,0.963535304,2.880613156,2.678803932,0.881359324,94.81121384,-3.700735244,4.950290374
CC(=O)OC1CN2CCC1CC2,0.177541062,0.918276413,0.828356898,-4.625356526,20.24432836,30.30163704,0.181902462,0.096287122,0.24892538,0.201895894,0.476599961,0.092645042,0.157923929,11.37881501,0.760611762,0.96913103,2.091519884,1.946088569,0.107753837,89.67339628,-1.013381148,2.32170386
CC(=O)Nc1cc([As](=O)(O)O)ccc1O,0.390324954,0.891910144,0.835761296,-5.032891318,25.0186099,20.67163373,0.228851926,0.10981217,0.216216579,0.07718887,0.503205923,0.098502941,0.718301382,18.33359289,0.193047269,0.965343383,2.150711985,2.359879841,0.110694925,87.10246916,-1.628093795,1.569221953
CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C,0.17584834,0.886841779,0.843796726,-4.730560797,20.2201561,33.60208075,0.184484918,0.084285366,0.199156692,0.063976897,0.493493461,0.089619387,0.158319111,17.97729768,0.353490067,0.285661702,1.973718921,0.916997594,0.080228633,91.18484202,-0.493539569,1.277950208
CC(=O)O[C@H]1C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)O[C@H](C)[C@H]1O,0.284754938,0.500897734,0.715016406,-5.500273025,53.52519244,54.89048998,0.181579316,0.117631457,0.14049479,0.071501721,0.666160601,0.380396386,0.550177982,19.89721875,0.574924206,0.954226388,2.874656542,2.685627357,0.754118706,90.74240656,-4.180607796,4.720313346
[C],0.152424597,0.943471949,0.851828998,-4.500295265,22.34203257,39.27221299,0.190572728,0.088048917,0.154247135,0.069531481,0.401880882,0.091354848,0.189445181,16.73664711,0.205896723,0.967634336,2.195051671,2.560531498,0.068806792,92.94170153,-2.062265325,2.797867704
C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,0.474657828,0.882342632,0.793054901,-5.188749161,28.53334429,66.02537427,0.208956411,0.398588156,0.182634069,0.201437493,0.656652697,0.695842841,0.814675818,15.00542109,0.860125337,0.962859419,2.802607174,3.136799515,0.924321636,90.97687745,-4.675603193,5.130346948
COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2,0.447795403,0.702193369,0.812064982,-5.091755854,18.03968516,30.05338813,0.205176273,0.355649099,0.161662111,0.099403153,0.598631045,0.191392922,0.457958183,9.584759831,0.449806571,0.96885457,2.39066095,1.782593294,0.895419859,99.39458442,-5.309431419,3.384261208
CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,0.684519037,0.836596826,0.806651865,-4.994099523,25.36952706,55.92556616,0.183993723,0.362709855,0.153189642,0.099580512,0.562833514,0.582432067,0.887642741,9.96588529,0.737862081,0.954939673,3.20042762,3.122453386,0.509185938,94.54894809,-2.801659008,3.392640609
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,0.66154529,0.820680949,0.782103947,-5.439291326,25.28112983,27.25551467,0.240416455,0.100035929,0.162406273,0.063143289,0.495150016,0.141563198,0.878631845,15.26726,0.380368094,0.956137544,3.107697587,2.127623286,0.131397159,88.72260423,-1.493568505,2.892664928
CCCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(C)=O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@H](Cc1ccccc1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@H](C(N)=O)C(C)C,0.218125335,0.286670003,0.40950583,-6.406480634,54.02666074,44.2990963,0.261028896,0.194054179,0.224774605,0.111130106,0.552351132,0.692941722,0.794909088,25.49230129,0.609415018,0.209897964,2.992054192,0.069849216,0.29625577,66.88691208,-2.391470723,3.670405571
COc1ccc2cccc(CCNC(C)=O)c2c1,0.338054472,0.931471502,0.870812028,-4.608236672,23.12408657,24.39647569,0.196850232,0.332050196,0.225392203,0.373977972,0.493564779,0.551354129,0.219979449,10.38813273,0.855948701,0.96942443,2.266841413,2.915600249,0.228050998,97.12787469,-2.998169768,2.383661535
CC[C@H]1[C@@H]2C[C@H]3[C@@H]4N(C)c5ccccc5[C@]45C[C@@H](C2[C@H]5O)N3[C@@H]1O,0.179075716,0.8339622,0.793353608,-4.920611676,27.59588652,43.51329704,0.195878586,0.176046582,0.240158725,0.646516755,0.680326805,0.186060307,0.196290242,23.9866181,0.84410779,0.963195501,2.718419845,2.670592336,0.363784349,86.16193355,-2.433265374,4.097225188
C[C@H](N)C(=O)N[C@@H](C)C(=O)N[C@H]1[C@@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]21,0.687483882,0.593063911,0.812811056,-5.344075657,22.82912159,31.00202741,0.188924281,0.333685002,0.163053586,0.079662235,0.560926737,0.237800361,0.894057383,20.1284827,0.636208574,0.963536776,2.881866894,0.534197596,0.773374169,89.38170305,-2.544009752,2.821099081
CN1CCC(=C2c3ccccc3CCn3c(C=O)cnc32)CC1,0.424875268,0.923681293,0.844279243,-4.822355382,22.89008273,28.90874162,0.237582453,0.473324985,0.344606372,0.554155229,0.487546727,0.285996147,0.373817166,15.91801115,0.849511179,0.967966098,2.693819307,2.591373339,0.83858565,91.33929016,-2.953284088,3.409067105
NC(=O)NC1NC(=O)[N-]C1=O.[Al+3].[Al+3].[Cl-].[OH-].[OH-].[OH-].[OH-],0.587179427,0.892817147,0.859793554,-5.397314654,27.06474866,17.04777644,0.198811154,0.088152021,0.201308948,0.062029988,0.413097859,0.100231471,0.670842026,14.90164105,0.174517138,0.967129651,2.222743757,1.30207941,0.099914862,74.8281184,-1.862533869,1.610481906
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.093668864,0.852477364,0.840663855,-4.95958992,28.52307276,28.36938397,0.188280011,0.237146894,0.160534089,0.08920629,0.602526935,0.187065061,0.298318891,14.37041131,0.670403072,0.968542531,3.036808711,2.910463484,0.811824364,94.11047867,-5.368549526,4.500786126
COCCCOc1cc(C[C@@H](C[C@H](N)[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,0.17798761,0.800279239,0.787633731,-5.2140626,28.80965841,29.36678982,0.202355039,0.182580959,0.245713965,0.131592689,0.679114601,0.709968812,0.2972865,10.92890353,0.70762688,0.965502991,2.570514162,2.072597196,0.80639654,93.08861352,-3.762755297,2.441930687
CC1=C(/C=C/C(C)=C\C=C\C(C)=C\C(=O)O)C(C)(C)CCC1,0.161381171,0.907940032,0.838176359,-4.957033119,24.45105861,18.9577645,0.202607475,0.473391212,0.155946228,0.08693871,0.588901601,0.225608007,0.345684292,12.85913747,0.358617042,0.969360644,2.369939048,1.934989523,0.609215112,96.16793488,-4.619183497,2.433419399
O=C1c2c(O)cccc2C([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,0.635941084,0.41001571,0.775818423,-5.601819438,28.2781482,26.67033681,0.206248007,0.147986139,0.171052968,0.089348087,0.647716123,0.286610465,0.517907468,44.13819834,0.460108919,0.961055149,2.541265567,2.053465088,0.790401924,91.56757722,-2.011465267,4.53285225
O.[Al+3].[Al+3].[Mg+2].[O-][Si]([O-])([O-])[O-].[O-][Si]([O-])([O-])[O-],0.500515252,0.922994705,0.843650142,-4.994888534,25.01051341,10.03184938,0.199761436,0.115402458,0.165106202,0.068017056,0.468358522,0.080929788,0.485309572,19.39603063,0.196348964,0.945888751,2.233125186,0.2336882,0.076926269,67.56735035,-2.165303044,1.197098546
Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O,0.371593761,0.906236092,0.846404261,-5.004690637,36.45671209,18.52361973,0.18217269,0.360329938,0.233078678,0.11698375,0.544454324,0.35540207,0.65853635,12.01654063,0.841327379,0.967080738,2.619297302,2.376312236,0.816458796,93.04462025,-2.580614435,2.977561564
Cc1nc(NC(=O)N2CCC[C@H]2C(N)=O)sc1-c1ccnc(C(C)(C)C(F)(F)F)c1,0.287847672,0.869902866,0.841974276,-4.966634715,32.64678662,51.04229672,0.200900272,0.64498005,0.203339615,0.098038421,0.634483022,0.560460849,0.821786851,11.84387289,0.778544978,0.965176069,2.762260043,3.118682258,0.844187513,96.00434852,-4.297141958,3.702916205
[Al],0.181193241,0.93613542,0.861314151,-4.497031458,21.1594183,39.37054103,0.199343027,0.092712647,0.159281732,0.073472135,0.410709496,0.090123087,0.222245562,20.46630549,0.205896723,0.967206094,2.217443771,2.525158844,0.068820915,92.73228146,-2.37740778,2.698323334
CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Al+3],0.157590128,0.900836601,0.854771333,-4.913484246,15.35906694,10.37728067,0.219077671,0.102151162,0.16776538,0.060699696,0.435438253,0.088799655,0.419535355,14.19297457,0.229697014,0.967433564,2.137943249,1.203103635,0.066487474,77.46414861,-1.264816026,0.55791615
[Cl][Al]([Cl])[Cl],0.261181953,0.926829231,0.851878241,-4.524862884,21.05540898,29.60061584,0.182612009,0.092763048,0.205789079,0.076186155,0.412933547,0.104774159,0.454868756,15.14330586,0.212552802,0.964419438,2.303047856,2.570933026,0.066031748,87.87211036,-1.959713404,3.457037089
O.[Al+3].[Al+3].[Cl-].[OH-].[OH-].[OH-].[OH-].[OH-],0.400163335,0.89991948,0.841998595,-4.941355728,20.51212624,20.29107306,0.203445954,0.09953745,0.180598808,0.073193223,0.422741572,0.090461181,0.265964277,17.6833024,0.215966598,0.913528485,2.165216899,1.385574824,0.080733793,68.00141733,-2.527254697,2.757206373
[Al+3].[OH-].[OH-].[OH-],0.181032677,0.926798788,0.837332972,-4.692972016,20.78015653,41.60912962,0.19768178,0.092517529,0.166964538,0.075484887,0.427848692,0.090836612,0.137911468,17.13037851,0.203565761,0.957587949,2.222821784,2.301505728,0.076094384,89.351203,-2.111385265,2.794496102
[Al+3].[Al+3].[O-2].[O-2].[O-2],0.347146706,0.92682922,0.816965939,-4.6589442,22.43114302,41.67089199,0.208936893,0.095882505,0.168657174,0.074444883,0.397816776,0.090939421,0.280908361,18.24289005,0.208433152,0.957986065,2.292037412,2.340494568,0.074674603,89.15252247,-3.100133368,2.834300602
CC(=O)[O][Al]([OH])[O]C(C)=O,0.421470632,0.930347995,0.866119701,-4.51566148,19.32743512,12.8320943,0.179508866,0.109774326,0.154022084,0.061098193,0.467704115,0.088777909,0.316134261,14.39701547,0.224754478,0.9567034,2.08347788,2.289640471,0.069264496,92.90345872,-0.208046296,1.055217329
O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Al+3].[Al+3],0.396746795,0.922889263,0.83206025,-5.132361053,22.0587974,17.95666629,0.212175201,0.106957135,0.153613473,0.063107342,0.435125058,0.09030616,0.719404776,53.9428835,0.203820432,0.912880344,2.19462349,1.858740605,0.082540774,75.27722248,-1.666024063,1.093362731
NCC(=O)[O-].O.O.[Al+3].[Cl-].[Zr+4],0.252903845,0.893452336,0.840616279,-5.162048543,21.97292001,10.17902787,0.197163606,0.08037284,0.177546282,0.072938277,0.402850256,0.096849736,0.142522776,13.1607582,0.21449161,0.96144326,2.003491806,0.786249932,0.073544975,69.04667517,-1.068301693,0.537567735
CCN(CCCc1ccccc1)CCCc1ccccc1,0.102763029,0.944689046,0.863327186,-4.774766397,20.16717458,19.74421191,0.185989515,0.250517877,0.2907819,0.842815806,0.50472712,0.247017246,0.106203572,14.65652001,0.881074396,0.969376443,2.276660491,2.969838038,0.674103112,96.53278244,-4.058529457,9.534498032
COC(c1ccccc1)(c1ccccc1)[C@H](Oc1nc(C)cc(C)n1)C(=O)O,0.175040474,0.794276963,0.852662432,-5.069605947,21.90065214,20.68241479,0.220037232,0.56701068,0.146321456,0.074664236,0.532462994,0.175654885,0.822482169,17.93001263,0.341139379,0.965823535,2.486590203,1.572094301,0.829030614,97.26961889,-3.3586318,3.130712448
Nc1ccncc1N,0.556378468,0.934792311,0.869080657,-4.708320932,24.01316856,26.34983452,0.178932328,0.261522783,0.179252677,0.114553068,0.378012424,0.570850513,0.314879606,7.550701265,0.19084907,0.967936441,2.316204128,2.526088327,0.071630812,93.5546413,-0.635657009,3.951717162
[13NH3],0.130140241,0.936054822,0.861371444,-4.557479117,22.2965933,38.0399651,0.189117495,0.087595067,0.155690425,0.072319782,0.399193477,0.088175236,0.166556928,16.54208539,0.19497056,0.967605564,2.132239436,2.640621358,0.068584674,93.00489567,-1.101962726,2.555008656
O=C([O-])[O-].[NH4+].[NH4+],0.143765431,0.942760951,0.852478311,-5.263496912,18.65781754,18.764123,0.17818006,0.078112241,0.161185524,0.060101054,0.372527145,0.08577875,0.139245646,15.64404965,0.192960083,0.800776826,2.127371943,2.216425032,0.069877925,90.29580902,0.082494066,1.892371211
CC(O)C(=O)[O-].[NH4+],0.140270695,0.923872501,0.85337593,-5.036091057,20.94914831,21.7825466,0.183080117,0.0750063,0.161162792,0.061692195,0.41817576,0.08458937,0.122328871,11.02338719,0.203737912,0.884027343,1.916933546,0.84766211,0.065227808,90.51962421,0.366465537,1.411603708
CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,0.120106656,0.933826806,0.873461088,-4.779978501,30.56610654,21.17980126,0.184975299,0.223166144,0.252715869,0.754778248,0.557519918,0.204512022,0.133661766,12.22183751,0.74883495,0.969142933,2.354461721,3.023982527,0.77922233,95.42520913,-4.269842938,5.396303279
C[C@@H]1[C@H](O)[C@@H](C)/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N)[C@@H]2O)C[C@@H]2O[C@](O)(C[C@@H](O)C[C@@H](O)[C@H](O)CC[C@@H](O)C[C@@H](O)CC(=O)O[C@H]1C)C[C@H](O)[C@H]2C(=O)O,0.28871895,0.435684105,0.572222395,-6.198337391,35.99031583,49.18558172,0.205333252,0.097862635,0.172188993,0.068813956,0.492357849,0.299279112,0.420442544,16.58219283,0.501871924,0.919633267,2.678485551,0.706078488,0.329105759,84.03127166,-2.766230496,2.554063887
CCC(C)(CN(C)C)OC(=O)c1ccccc1,0.127277837,0.939340508,0.867654754,-4.568771463,31.65632875,45.03075758,0.184929344,0.225711894,0.280875412,0.219514964,0.510689338,0.159649945,0.12965114,9.458229434,0.463837679,0.969404123,2.310547925,2.641220129,0.166804103,93.72664601,-3.002082753,1.936051219
COc1ccc(-c2cc(=S)ss2)cc1,0.396834612,0.912351867,0.846754448,-4.571790884,29.96889463,18.0881122,0.231685869,0.526722369,0.179982811,0.092113757,0.495094483,0.424581017,0.79009385,13.59302727,0.27471695,0.965458747,2.383614998,2.938135072,0.403638535,95.5726853,-4.153789043,3.63995983
COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,0.236453222,0.916927823,0.871619192,-4.620306988,20.21411491,20.5012691,0.18946729,0.593767205,0.192242835,0.093715492,0.468582797,0.474587047,0.41372208,10.17479369,0.359932871,0.968540447,2.398338575,3.081124519,0.681596874,96.56700511,-3.070075082,6.425300375
CCCC(CCC)C(=O)OC1CC2CCC(C1)[N+]2(C)C.[Br-],0.212055072,0.911992879,0.775472453,-4.866417671,19.58567452,45.41014971,0.201941662,0.079852688,0.311263581,0.240780077,0.571187463,0.10938613,0.119016984,12.98186971,0.733634354,0.512831968,2.326794851,2.188070426,0.22124497,88.15828571,-1.818258029,7.655462923
O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12,0.647390842,0.914372633,0.797068449,-5.043445673,29.26577514,60.10558126,0.186716854,0.374792482,0.287235377,0.326915283,0.472954643,0.575665679,0.829061817,167.0310929,0.849322437,0.96797062,2.633286055,2.994176668,0.939307942,96.96770114,-4.646336306,8.9844199
CNC(=O)c1ccc(N2C(=S)N(c3cnc(C#N)c(C(F)(F)F)c3)C(=O)C23CCC3)cc1F,0.461192929,0.881070373,0.784893904,-4.969301918,23.98056918,33.73344567,0.217757931,0.713200571,0.169043155,0.087724753,0.603928642,0.571346041,0.819245657,13.30473509,0.75274059,0.955352275,3.969151504,2.986281627,0.837105252,94.03038507,-4.009596457,5.941328141
CCOc1cc([C@@H](CS(C)(=O)=O)N2C(=O)c3cccc(NC(C)=O)c3C2=O)ccc1OC,0.467953704,0.919818762,0.856815774,-4.941093404,22.09920838,31.1879502,0.229563194,0.735584793,0.167963228,0.088868387,0.62179854,0.706160809,0.829928246,19.88639844,0.784505902,0.966777282,2.367171348,2.81349297,0.882398619,95.79533578,-3.42992508,3.387584811
Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1,0.218053746,0.542623149,0.832500024,-5.154766025,24.33887424,21.6571535,0.192402541,0.296572969,0.39677085,0.648209337,0.453663753,0.473521224,0.131587829,0.0,0.747028557,0.965191354,2.449729374,2.402021639,0.459152121,96.03786671,-2.749893629,2.687008911
OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,0.185733729,0.84547027,0.837500085,-5.296550858,23.38782087,14.36420519,0.213792322,0.10678636,0.200731443,0.080596553,0.426099209,0.111809071,0.196986953,11.7718544,0.450907571,0.962478373,2.216297897,1.734901751,0.119814783,90.05938956,-0.604310889,2.555135249
CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21,0.226932088,0.94139227,0.814956353,-5.005450237,25.80230899,51.03817883,0.199662034,0.594910668,0.39663164,0.379758302,0.607279077,0.780450977,0.718616321,20.70353896,0.825375434,0.965771462,2.640127692,3.440052791,0.934904377,99.16756845,-5.920022744,7.89186201
NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,0.200368264,0.933822087,0.860705074,-4.753749138,15.13106774,23.55110227,0.209597298,0.497277151,0.183519001,0.096329734,0.398810446,0.380544131,0.283999781,10.63887808,0.357008479,0.969612366,2.297646099,2.6863099,0.149407076,95.81082624,-2.6519416,2.745316726
O=[As]O[As]=O,0.312168689,0.932843481,0.850099841,-4.496547609,23.86263251,39.8091378,0.185851281,0.092710628,0.164337619,0.065913088,0.416016089,0.093551586,0.528521802,21.40598489,0.19814616,0.967692602,2.205371469,2.469924548,0.081942353,88.01627651,-1.55855407,1.033319998
CCO[C@H]1O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]([C@H]1C)[C@@]24OO3,0.482962529,0.875280401,0.814491638,-4.7563223,29.21638008,24.31205968,0.183471133,0.128690883,0.429132133,0.079402991,0.620902638,0.160020108,0.221162578,14.5601294,0.78115028,0.962486231,2.432339371,2.970641735,0.381916301,88.76662428,-3.264686162,4.64733972
C[C@@H]1CC[C@H]2[C@@H](C)C(O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4,0.421535986,0.866592175,0.803988455,-4.78204676,30.21365656,20.00129595,0.193536291,0.129145582,0.46283364,0.07171549,0.61805108,0.153852743,0.236912534,17.0725861,0.525935568,0.962835285,2.394769065,2.890383927,0.189424963,88.44265571,-2.629896784,3.503333661
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0.543903506,0.902690563,0.833785279,-4.650701637,35.82426177,46.12856859,0.193204735,0.577181042,0.168388036,0.137669952,0.490446053,0.444539764,0.790518223,6.178060685,0.243041907,0.964512069,2.67875535,2.574060098,0.127819801,90.83222203,-2.773595277,2.966061836
COc1ccc(-c2sc3cc(O)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1,0.538866596,0.884935749,0.783365993,-5.036010289,32.69543251,20.05778749,0.199498226,0.441295413,0.183436147,0.338859729,0.437093692,0.635694544,0.390274408,19.28741622,0.742412798,0.965500317,2.760351574,2.874735781,0.945709803,94.71657972,-5.18189741,4.315521151
O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2ccn[nH]2)c1,0.611730511,0.847730299,0.823071354,-5.158023833,26.28111861,25.50687667,0.220694212,0.670085991,0.206805293,0.087125321,0.569011719,0.472259689,0.889405481,7.961904581,0.814034198,0.961470926,2.584435308,2.970205824,0.880524906,96.8325912,-2.767442868,4.769461686
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,0.288734449,0.897694405,0.844383709,-5.195217151,20.87186443,40.33797238,0.199573754,0.110898145,0.156167262,0.064342422,0.436561424,0.099053571,0.158300645,19.44825234,0.218673048,0.963517254,2.178209542,1.919641625,0.089176628,90.95001603,-0.191548873,1.452247151
NC(=O)C[C@H](N)C(=O)O,0.186677543,0.919056914,0.858858483,-5.080813091,15.2710283,2.097601981,0.233195351,0.08808068,0.201157948,0.060743802,0.383880244,0.09115859,0.128652282,10.05873569,0.187763783,0.968698584,1.981964377,0.673629204,0.067497563,91.31477055,-0.191938368,0.897905072
C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1,0.500757874,0.650499654,0.751739866,-5.270812127,43.35721523,48.27487364,0.216376321,0.601507661,0.185950404,0.092785191,0.620117414,0.823480634,0.855079199,15.01424955,0.626451907,0.963845226,2.765714769,2.996199634,0.808645172,95.5396005,-4.411325703,4.581409816
O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,0.426588732,0.741987261,0.856632991,-4.772503096,20.59087639,19.29678485,0.256244836,0.398120353,0.156190346,0.074955949,0.397507897,0.140692224,0.870534062,13.92704147,0.283764142,0.964519477,2.519898868,1.523028912,0.723396901,96.51190777,-3.517973218,1.798655372
COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,0.391143343,0.691882931,0.80574812,-5.320744473,28.96587055,56.90301434,0.188225859,0.689337221,0.196888943,0.09209564,0.481925465,0.824065197,0.76935212,7.985635575,0.773753038,0.961033259,2.546777142,3.110877926,0.893089089,99.30364767,-4.231137757,3.305686946
C[C@@H]1[C@H](c2c(F)ccc(F)c2F)C[C@H](NC(=O)c2cnc3c(c2)C[C@@]2(C3)C(=O)Nc3ncccc32)C(=O)N1CC(F)(F)F,0.431934551,0.902854371,0.761127651,-5.083281265,27.3426794,40.06290107,0.189439672,0.756966639,0.174562624,0.091206452,0.688463384,0.798524726,0.702371023,36.51691881,0.656799538,0.967072416,2.935500926,2.700139388,0.897636947,90.08956866,-3.578051525,6.347956563
