Canonical_SMILES,AMES,BBB,Bioavailability,Caco2,Clearance_H.,Clearance_M.,CYP2C9_Sub.,CYP2C9_In.,CYP2D6_Sub.,CYP2D6_In.,CYP3A4_Sub.,CYP3A4_In.,DILI,Half_Life,hERG,HIA_Hou,LD50_Zhu,Lipophilicity,Pgp,PPBR,Solubility,VDss
S=C(SSC(=S)N1CCCCC1)N1CCCCC1,0.188052303,0.936194228,0.839743328,-4.758850555,17.13982306,7.499076218,0.176330015,0.201700068,0.185966215,0.235272825,0.52452172,0.398887677,0.319728626,15.64845041,0.747228192,0.966335296,2.596895208,2.867543063,0.395780767,90.76657853,-3.760726102,7.124551079
O=P([O-])([O-])O.[K+].[K+],0.16230546,0.934205298,0.843819567,-4.734130968,22.46245841,28.66982454,0.185780572,0.089137784,0.189287665,0.064855512,0.381595676,0.082191798,0.241822336,19.16092111,0.201808875,0.927697905,2.429604784,1.337638154,0.069066521,69.89830997,-0.605747569,0.905550307
[O-][n+]1ccccc1SSc1cccc[n+]1[O-],0.245764719,0.912769245,0.865930909,-4.813395181,37.42877953,21.69908642,0.191199502,0.291961083,0.251580441,0.164988918,0.459907014,0.212312763,0.287448301,8.635137478,0.362004092,0.961932877,2.426332966,2.658374355,0.13795254,95.30272347,-2.310088883,3.200097509
COC(=O)/C=C/C(=O)OCCN1C(=O)CCC1=O,0.297051879,0.94057022,0.860720131,-4.585547761,21.95428292,31.3306085,0.18154778,0.159387527,0.151448215,0.059912862,0.455571649,0.11804696,0.193848201,19.78411104,0.407797133,0.968251547,2.130386399,2.332143623,0.096355861,93.86544286,-1.388290276,2.191858362
CCN(CCO)c1ccc(/N=N/c2ncc([N+](=O)[O-])s2)c(C)c1,0.892337756,0.861471484,0.838632548,-4.863796563,26.88238732,43.41144288,0.21359514,0.533192286,0.183264795,0.1349645,0.514037327,0.327648079,0.84627974,11.97162557,0.652304696,0.963861758,2.471460768,2.888038913,0.825935145,98.1831047,-3.464841752,2.924577804
CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,0.222953801,0.914147742,0.868498605,-5.088149799,24.38978592,26.27274296,0.202202353,0.44772564,0.14992293,0.091987861,0.426517804,0.15510313,0.151616255,11.63196287,0.314482566,0.968238199,2.089383265,2.020107295,0.644970957,95.81558248,-5.30831559,2.472507965
C[C@@H]1CCO[C@H]2Cn3cc(C(=O)NCc4ccc(F)cc4F)c(=O)c(O)c3C(=O)N12,0.42381587,0.824752642,0.819819504,-4.966637684,31.78166713,36.42459339,0.241119444,0.472450324,0.170479892,0.095010471,0.628728573,0.494596159,0.616691103,26.26671547,0.693164251,0.963228612,2.580615503,2.459045558,0.832494698,88.48946623,-2.794401605,2.05868201
CCCCCCCCCCCC[N+](C)(C)CCOc1ccccc1,0.098975274,0.921969751,0.828056066,-4.769258997,18.99143141,20.85238951,0.189920842,0.134139399,0.255587168,0.630801641,0.50468177,0.184886639,0.119254553,9.928906757,0.832402733,0.456672212,2.221861069,2.624845256,0.841723008,94.61954558,-5.215660483,8.3784055
Oc1ccc(CCNCCCCCCNCCc2ccccc2)cc1O,0.225760711,0.86584176,0.828687584,-5.119612727,25.47111226,18.945744,0.199266916,0.268082122,0.197508676,0.850300384,0.432280096,0.508417667,0.12116478,6.81165411,0.846326606,0.965435557,2.558395029,2.096284907,0.830385001,97.39634036,-3.690411052,3.822672247
Cn1c(Cn2ccc(C(F)(F)F)c(Oc3cc(Cl)cc(C#N)c3)c2=O)n[nH]c1=O,0.300154127,0.869658151,0.845448169,-5.003342545,22.09229816,26.87601108,0.20932665,0.658423647,0.194642813,0.090206479,0.607348165,0.534343767,0.834411001,10.41558047,0.584635609,0.964514197,2.497414965,2.853150927,0.852670345,94.18942794,-3.764015783,3.20883019
C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](CNS(N)(=O)=O)C3)[C@H](C)[C@H]12,0.311954257,0.251005942,0.723765681,-5.685460141,22.60652616,38.02376702,0.223614253,0.127828824,0.173960917,0.098105863,0.57640537,0.136604549,0.742983241,10.9457797,0.276910712,0.902433904,2.616126985,0.736427447,0.24958179,86.77634089,-1.786793776,0.702252743
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)O)CCN(CC(=O)O)CCN(CC(=O)O)CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O,0.217203644,0.378313578,0.46413498,-6.556154649,49.37628098,32.26603822,0.244038531,0.200699948,0.228205081,0.097379822,0.594945951,0.540528923,0.742974674,13.43504578,0.789831629,0.195217942,2.97494005,-0.390720063,0.355184724,74.52198149,-2.443884522,3.211927618
C[C@@H](O)[C@H](NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](Cc2c[nH]c3ccccc23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1)C(=O)O.[68Ga+3],0.210556178,0.357392957,0.518366551,-6.642458111,50.30510211,31.26409094,0.247866673,0.175033853,0.205809376,0.094486995,0.609949147,0.210282117,0.744053651,7.753889697,0.785308209,0.217266308,2.914792189,0.002145051,0.356639291,57.83201721,-2.271538866,0.992931404
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0.097428758,0.880175132,0.836582959,-5.0140615,31.45980029,31.31991716,0.183988758,0.268956786,0.159238726,0.090575743,0.608859351,0.205133507,0.244870081,23.57819805,0.54337135,0.969124184,3.039673187,2.950944595,0.805127041,94.47978932,-5.258056497,4.271510595
Cc1cc(CC(C)C[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C)c(O)c(-n2nc3ccccc3n2)c1,0.539545796,0.855892131,0.792305592,-5.070823962,35.28644217,43.02582587,0.237546934,0.693420777,0.250306217,0.142115706,0.69024082,0.462907484,0.776044654,7.662378248,0.68450395,0.965483772,2.714204182,3.19722274,0.904600382,98.67235284,-5.463533023,3.347530761
CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,0.095976229,0.846227984,0.831916481,-4.732767175,27.50555736,35.61251977,0.178946167,0.199787468,0.163252864,0.069488946,0.689158962,0.29269549,0.401616842,11.65208323,0.555300796,0.967370207,2.428510475,3.164326203,0.76135083,94.95558196,-4.880001739,3.982497429
N[C@H](C(=O)O)[C@H](O)c1ccc(O)c(O)c1,0.332998141,0.489392693,0.823956696,-5.483712859,16.35712426,5.887410343,0.226327849,0.111147482,0.163308815,0.081820113,0.362729574,0.107601589,0.115703386,164.8556826,0.214048647,0.965780197,2.335288347,0.792048756,0.079326741,93.10522193,-0.870941195,1.017424104
C[C@H](Nc1ncnc2[nH]cnc12)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,0.732730046,0.83597842,0.816891297,-5.204839957,32.46311213,28.95894974,0.20966882,0.358765707,0.172420531,0.254351507,0.587241836,0.83213503,0.883796878,12.87237587,0.615156384,0.962523338,2.742203464,3.305388888,0.880792972,97.83598302,-4.073041714,3.35828974
CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,0.138713391,0.78792017,0.811781415,-4.66175825,31.43044573,28.35670408,0.240939771,0.230001789,0.26812118,0.079187211,0.688266241,0.315757358,0.40020424,14.17068697,0.357099139,0.969150508,2.298163692,3.201367476,0.741902448,95.78432212,-4.006222892,4.748336978
CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1,0.373086604,0.622325495,0.760851915,-4.986004589,38.47297949,43.83639157,0.255488209,0.387970697,0.150847822,0.090097159,0.661336287,0.203895605,0.505207226,16.06260277,0.605716815,0.958804946,2.644978389,2.348047751,0.853693117,96.972707,-3.816352468,5.002014142
CCOP(=O)(OCC)SCC[N+](C)(C)C,0.18532436,0.9180398,0.818058209,-4.697304625,26.19320806,32.25640491,0.205969059,0.134861778,0.194485143,0.096270796,0.566385744,0.134962734,0.174962195,9.009477038,0.590124801,0.408852012,3.673456967,2.542753843,0.092520355,91.79440956,-2.213193659,2.675244732
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Na+].[Na+],0.255498474,0.75756453,0.833706488,-5.270346072,26.80112291,20.03066166,0.206005934,0.09066009,0.172990518,0.074117936,0.430005436,0.094201842,0.526380125,21.83037041,0.349086889,0.910160718,2.248676207,0.464635512,0.096995901,70.0498057,-1.361116624,0.54208743
C[C@@H](O)[C@@H]1NC(=O)[C@H](CCCCN)NC(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@@H](Cc2ccccc2)NC(=O)CN2CCN(CC(=O)[O-])CCN(CC(=O)[O-])CCN(CC(=O)[O-])CC2)CSSC[C@@H](C(=O)N[C@H](CO)[C@@H](C)O)NC1=O.[68Ga+3],0.226613016,0.344304068,0.529294854,-6.638405967,50.7669605,42.79414608,0.253762917,0.181704079,0.215119286,0.092375921,0.532555119,0.360199546,0.784537322,23.97489366,0.751387727,0.243313117,2.94705584,0.523765236,0.387866137,58.20574309,-2.327794723,1.012088483
CCc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O,0.305887818,0.892084055,0.854632384,-5.0194032,27.19103836,14.06994012,0.205107721,0.118416811,0.177974981,0.067556889,0.45221689,0.158830471,0.768742578,15.04985151,0.284378026,0.95611862,2.117105152,2.113444022,0.146732522,91.03151083,-0.660959841,1.874402983
C=C1CCN([C@H](C)[C@](O)(Cn2cncn2)c2ccc(F)cc2F)CC1,0.322887601,0.910370637,0.84391479,-4.89336993,22.86141429,35.00530291,0.218794845,0.385164289,0.171675776,0.473962597,0.585415128,0.745722438,0.254935304,25.49334313,0.764425213,0.967066849,2.774638129,2.740886056,0.803717783,94.33187773,-2.700612952,2.636722954
COc1cccc(-c2c(C)n(Cc3c(F)cccc3C(F)(F)F)c(=O)n(C[C@H](NCCCC(=O)O)c3ccccc3)c2=O)c1F,0.499883698,0.774729615,0.786368982,-5.016858977,26.19983176,27.13878117,0.247937051,0.788471601,0.196524405,0.105770556,0.588380576,0.616789324,0.814723482,144.9353483,0.761520717,0.965843966,2.678231357,1.47628644,0.898893798,95.29502217,-4.614145018,4.826955138
COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc3c(c2)O[C@@H](c2ccccc2)n2c-3cc3cc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)ccc32)[nH]1)C(C)C,0.499247981,0.61459836,0.684453124,-5.474764695,54.13835838,61.53716918,0.239680088,0.787556668,0.185571639,0.15807038,0.646766557,0.693229726,0.823056751,47.19004372,0.781750494,0.954259769,2.873103274,3.21223717,0.910870619,93.78066598,-5.757095963,5.05984074
Cc1nn(C)cc1S(=O)(=O)NC(=O)c1ccc(-n2ccc(OCC(C)(C)C(F)(F)F)n2)nc1N1C[C@@H](C)CC1(C)C,0.514112165,0.775949051,0.785471854,-5.163259673,40.45725672,41.72022157,0.233412407,0.757557625,0.157186391,0.096905201,0.612988742,0.594328994,0.825450118,10.19838185,0.638217804,0.96001279,2.621305935,2.437217662,0.845576413,95.21477578,-4.34009507,4.313984799
CCCCCCCC(=O)N[C@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,0.196545414,0.907525343,0.861840016,-5.047831746,24.25109944,27.82646743,0.175395882,0.288815282,0.25758707,0.701181178,0.488744908,0.570820378,0.210148201,14.16300522,0.678210942,0.967973232,2.560007318,2.500211756,0.898694907,95.42756288,-3.317724026,2.871887201
CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,0.494627777,0.572934861,0.829642531,-5.193029605,25.86255694,30.76728396,0.235066103,0.768239661,0.147009241,0.074341443,0.573369554,0.325199273,0.867377992,16.75587053,0.480040677,0.96764093,2.632776026,1.402259679,0.881330001,97.09161817,-4.50456964,3.840671872
COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,0.470698174,0.444955693,0.808005635,-5.449435552,24.28803158,40.44010733,0.215917438,0.659528666,0.177433453,0.206086197,0.523041862,0.767524459,0.844903227,13.34584734,0.502579144,0.962537213,2.655010062,1.177265054,0.910297307,93.50432182,-3.637364674,3.162755462
COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C,0.562431429,0.615713826,0.847587067,-4.974087103,28.79033146,10.22192197,0.205601938,0.687000132,0.154787722,0.094530364,0.57091902,0.323453099,0.869664008,6.935537908,0.561618196,0.96854905,2.491624104,1.182663622,0.871624606,97.92346444,-3.918573757,2.383852849
OC[C@H]1O[C@@H](c2ccc(Cl)c(Cc3ccc(O[C@H]4CCOC4)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,0.317339017,0.87657685,0.815813989,-5.197763676,25.79606181,19.62118855,0.223375608,0.36458091,0.181434864,0.143319761,0.530566087,0.313639427,0.17190015,14.96364315,0.807252231,0.961076091,2.65310155,2.410553926,0.876463278,95.49129796,-2.623843303,2.68081704
Nc1nc(=O)n([C@@H]2CS[C@H](CO)O2)cc1F,0.511235142,0.873495229,0.8488926,-5.052563774,26.59871769,18.7986206,0.243815025,0.147035137,0.172113188,0.082190788,0.449703698,0.171926193,0.8087771,13.14375271,0.403853139,0.961814555,3.913923259,2.477376506,0.141284915,88.59133516,-1.296724442,1.927033896
CC(C)(O)CNc1nc(Nc2ccnc(C(F)(F)F)c2)nc(-c2cccc(C(F)(F)F)n2)n1,0.523619209,0.839007408,0.835582679,-5.045808092,26.70617432,12.47947576,0.2039149,0.318972069,0.204821513,0.2139908,0.510838488,0.464033947,0.80487677,11.61146759,0.685569333,0.965841764,2.722978746,2.810265409,0.867161727,95.76770833,-3.594239169,7.81120123
COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1,0.617349274,0.79434568,0.817287507,-5.059421746,29.05244028,16.69221671,0.227058336,0.534282123,0.206134846,0.189186635,0.614935523,0.762403723,0.89373801,21.13978451,0.504897095,0.961467535,2.714057577,2.590353527,0.879746244,96.05833697,-4.314990967,4.390887256
C=C1[C@H](CO)[C@@H](O)C[C@@H]1n1cnc2c(=O)nc(N)[nH]c21,0.589659763,0.809254425,0.840320237,-5.226013597,25.54377607,23.33405269,0.178711879,0.143096141,0.160283317,0.073374539,0.536459238,0.313325367,0.775604114,21.74627506,0.347208317,0.965157747,2.659965777,2.257347481,0.172884571,92.40696188,-1.744242946,3.41497091
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,0.737678712,0.807861463,0.810712843,-5.234473737,21.72501515,46.61355903,0.199225909,0.407563846,0.224814989,0.205414248,0.568878702,0.804805927,0.8499102,21.78243446,0.7727554,0.966762962,3.093496947,2.895841596,0.923972073,93.69733906,-4.030170229,7.329767517
Cc1ccc(/C=C2/C(=O)C3(C)CCC2C3(C)C)cc1,0.164058429,0.927767323,0.844600251,-4.579557414,34.17001069,24.16292302,0.213659528,0.515901373,0.145672428,0.09415619,0.654315945,0.348824114,0.357595237,16.75727012,0.500941278,0.968851536,2.200135632,3.023492162,0.692505836,96.73541677,-4.22909256,3.768418192
CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,0.400328459,0.900550196,0.78964465,-4.882866364,24.14818344,31.47339762,0.206042459,0.709821719,0.167634732,0.078442518,0.582453026,0.677150584,0.831819866,16.5753858,0.7605483,0.960118447,3.70664441,3.055343846,0.847223375,94.5682809,-4.563897415,5.408995439
CC[C@@H](C)[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C[C@@H]4c5cccc6[nH]cc(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,0.428677317,0.729171211,0.625349836,-5.309000859,34.81635316,62.75068422,0.183400993,0.61320576,0.188767627,0.199542788,0.733311334,0.822226623,0.603196623,17.05096149,0.774870743,0.96707433,2.998919619,2.518975974,0.842694964,87.17072196,-3.280944556,2.817511328
NC1=NCC2c3ccccc3Cc3ccccc3N12,0.524308586,0.932430271,0.853355806,-4.725502397,25.12593207,32.98299286,0.214956716,0.315715056,0.596870164,0.731078516,0.707527424,0.376001631,0.428948823,8.035630093,0.286968365,0.968285861,2.613489588,2.391930221,0.699551004,93.18042946,-2.947441494,4.464602559
CCCCC[C@H](O)/C=C/[C@@H]1[C@H]2C/C(=C/CCCC(=O)O)O[C@H]2C[C@H]1O,0.14055064,0.79189208,0.759368986,-5.086944614,28.29461049,33.00016242,0.193724947,0.203530028,0.18590221,0.064985183,0.519264928,0.206828176,0.171985733,17.60139552,0.308059277,0.960740831,2.452510051,1.650603092,0.653733525,93.99406797,-3.074088145,1.651278292
CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)c(NC(=O)CN5CCCC5)cc(F)c4C[C@H]3C[C@@H]12,0.355797925,0.543077996,0.712860275,-5.494098926,37.46313508,43.54071387,0.172588508,0.196406981,0.174314488,0.084595741,0.598899047,0.387657135,0.833782731,20.64580684,0.794784332,0.961127758,3.040661433,1.83137886,0.441610523,84.13520377,-2.881116956,4.929593005
COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,0.768854398,0.868841791,0.846259248,-5.083329353,43.55069077,45.79079074,0.219375179,0.260602602,0.220080565,0.264889792,0.610533225,0.84085569,0.712655388,12.77334299,0.683382779,0.966456176,2.723756484,2.617755005,0.938064169,96.52689629,-3.567403258,5.273852646
O=C(O)CSCC(=O)NC1CCSC1=O,0.191815266,0.865015015,0.842555818,-4.893093523,24.30226668,4.712210221,0.211942898,0.104676891,0.172809899,0.07121224,0.479466004,0.114590545,0.301835259,8.369115404,0.276640127,0.967633834,2.357968448,1.096486486,0.072612148,94.46151456,-1.052572891,1.305769963
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,0.092846527,0.889674501,0.82874696,-5.027988812,27.24829098,35.28002016,0.192077747,0.230233137,0.160894636,0.090939093,0.553954246,0.322799207,0.233092005,24.31298197,0.535306868,0.96913098,2.804467515,2.978149927,0.797081385,95.07851213,-5.679939171,4.989971052
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,0.758403385,0.869630945,0.680190054,-5.005044113,21.11120132,21.81717746,0.190129942,0.211262399,0.280856278,0.796943482,0.70891319,0.46190727,0.154066791,16.73906507,0.819622908,0.96914756,2.778972957,2.621062851,0.717041891,92.27988575,-2.113527658,2.658846178
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0.109338321,0.870279429,0.783785768,-5.047016645,24.81023837,32.24920343,0.204899855,0.226123575,0.165791167,0.121541577,0.650197609,0.243227527,0.307535668,16.22399746,0.516772992,0.967047941,2.44125461,3.043633374,0.849697643,94.92346699,-5.500776993,4.951101514
C=C1C[C@@H]2CC[C@@]34C[C@@H]5O[C@@H]6[C@@H](O[C@H]7CC[C@H](CC(=O)C[C@@H]8[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]8C[C@H]8O[C@@H](CC[C@@H]1O2)C[C@@H](C)C8=C)O[C@@H]7[C@@H]6O3)[C@H]5O4,0.226287364,0.833121546,0.67546754,-5.35387238,42.76974148,41.89422726,0.188588449,0.225582455,0.177752901,0.092015602,0.633127856,0.695631881,0.177659824,173.9853462,0.696114943,0.956540821,2.882538673,2.461965424,0.777299572,84.715434,-3.281099775,7.934835108
CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1,0.190280207,0.883130366,0.794772715,-5.200150239,26.84006484,19.6112247,0.18752105,0.264421511,0.187591886,0.107138155,0.677891174,0.694948214,0.236092951,19.92887246,0.704477794,0.962168252,2.618515606,2.749378019,0.834187435,90.97650149,-2.79437082,2.137642858
O=[N+]([O-])OC[C@H](O[N+](=O)[O-])[C@@H](CO[N+](=O)[O-])O[N+](=O)[O-],0.803398245,0.841183597,0.821021006,-5.006874949,25.65101872,18.51528745,0.178458728,0.116774903,0.171237433,0.081304009,0.544315183,0.118341647,0.597818794,12.61861019,0.381013189,0.948502976,2.39157224,2.051924359,0.111725281,86.61436756,-1.636473948,1.377039976
CN[C@]1(c2ccccc2Cl)CCCCC1=O,0.163169179,0.933776906,0.63774849,-4.586126011,21.09816589,17.83981849,0.191913115,0.304841237,0.172445216,0.188853477,0.589742686,0.269754907,0.130754231,10.31123447,0.724710239,0.969705702,2.43210224,2.799074626,0.19226287,94.08646115,-2.863130798,2.853107055
CC(=O)O[C@H]1Cc2ccccc2N(C(N)=O)c2ccccc21,0.391407815,0.938852197,0.86116806,-4.771979745,20.53705198,54.306215,0.246561511,0.564078076,0.19536015,0.120092686,0.64778789,0.29810818,0.750713061,7.199969832,0.386241496,0.969420952,2.406948538,2.78025399,0.743179078,96.54902489,-3.326136743,3.515177593
COc1ccc2[nH]c([S@@](=O)Cc3ncc(C)c(OC)c3C)nc2c1,0.658568442,0.907551859,0.872901932,-4.78521015,27.15470852,30.57198863,0.194750413,0.488694846,0.295610931,0.139973734,0.676264246,0.809391322,0.784582241,6.461740267,0.538033877,0.969131691,2.406245814,3.163040915,0.818640522,96.36883057,-3.117210002,2.273425273
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,0.133433053,0.826074659,0.779879436,-5.060843228,29.85852325,19.59178739,0.202079881,0.137228102,0.208359075,0.094731639,0.682613073,0.262670226,0.174923438,14.68606835,0.336453977,0.967963542,2.31743319,2.429406175,0.260132781,89.50818892,-2.314268409,2.415991614
CC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,0.154368202,0.775627439,0.693686999,-4.80259061,27.47835282,33.11690462,0.237816811,0.269727663,0.192954448,0.16706242,0.725825818,0.232115395,0.437427324,13.14288319,0.506983137,0.969709538,2.307012305,2.929191148,0.737911136,94.80616497,-3.784465117,3.350654417
C[C@]12CC[C@@H]3c4ccc(OC(=O)c5ccccc5)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0.166549575,0.789014781,0.744261195,-4.981243901,31.29800927,45.88370646,0.249794178,0.48970282,0.175395632,0.109918146,0.716835379,0.331818752,0.239809835,12.78716695,0.573995674,0.969429413,2.44270775,3.2267767,0.878397759,96.15202608,-4.71908709,3.786885712
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,0.10101708,0.732347225,0.776963558,-4.988293017,35.14147933,35.5428471,0.222101213,0.225030796,0.195988193,0.110692178,0.69641674,0.448697807,0.472785889,12.27218162,0.536959073,0.969713308,2.488063,3.228808081,0.860827625,96.92037616,-5.256535566,4.591199937
CCCCCCC(=O)Oc1ccc2c(c1)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](OC(=O)CCCCCC)CC[C@@H]12,0.117415544,0.820620793,0.778994319,-4.949234011,22.42428453,38.59657269,0.221077873,0.368260253,0.179505094,0.124814533,0.694133317,0.556813415,0.378055259,14.51811616,0.595164296,0.968857365,2.506263555,3.293570517,0.8928351,97.39585706,-5.962310971,4.810482573
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,0.110470674,0.734706183,0.761990929,-4.827696636,22.32886389,36.1601708,0.22476964,0.289668957,0.218645193,0.115521196,0.692149227,0.409147559,0.247482791,12.07274129,0.700876713,0.969712811,2.46671353,3.085190314,0.856598227,95.84961092,-4.753748168,3.980110677
C[C@]12CC[C@@H]3c4ccc(OC(=O)N(CCCl)CCCl)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,0.303547701,0.813568535,0.750645963,-5.03299934,36.90926018,21.89649508,0.227399606,0.261923389,0.193127194,0.197209509,0.714314702,0.355916501,0.25193078,21.95737005,0.832406297,0.969712623,2.935437007,3.111974404,0.865545238,96.05992997,-4.490545986,3.034105949
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,0.128866182,0.788914303,0.775424461,-4.895988049,28.5175496,22.25899645,0.207589876,0.169429772,0.240735276,0.123294052,0.685946412,0.270104142,0.304260982,16.0938323,0.365585821,0.969137928,2.349294822,2.492868932,0.299588404,91.33945923,-3.007243712,2.481856037
C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,0.205752403,0.650864797,0.794139327,-4.771243888,27.91186368,17.13918578,0.268636725,0.259562758,0.153134186,0.07068095,0.674788516,0.202781335,0.672946425,12.71445847,0.363404426,0.967368411,2.5115492,2.766527403,0.751484348,96.07365428,-3.121471864,2.886479113
CCN(C)[C@@H](C)[C@H](O)c1ccccc1,0.128247512,0.922161868,0.87512134,-4.67542351,14.15886284,15.8888606,0.197368223,0.202903949,0.189099456,0.304108374,0.450337731,0.15699915,0.10875901,11.97294406,0.492070021,0.969401985,2.340985357,2.695531204,0.109327731,93.25093068,-2.233063512,1.613746761
CC(=O)N[C@H](CSSC[C@H](N)C(=O)O)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](CCCNC(=N)N)C(=O)N[C@H](C)C(=O)N[C@H](CCCNC(=N)N)C(N)=O,0.383756342,0.340705252,0.528527117,-6.664472729,28.18530625,23.84341525,0.248079214,0.097280732,0.182734753,0.112803523,0.4954312,0.134925103,0.43352882,9.803356561,0.251894835,0.11608989,2.674452558,0.186497323,0.201978001,57.85578058,-1.972392984,2.746648404
CCCCCCCC/C=C\CCCCCCCC(=O)O.NCCO,0.090537157,0.894398347,0.86316144,-5.201984808,16.40876332,8.080781033,0.199532457,0.218596929,0.17422127,0.182166567,0.463678872,0.135411507,0.127292243,9.389714577,0.340155942,0.967249653,2.023150954,1.485863909,0.528592126,94.10521691,-3.999430781,4.091190618
CCOC(=O)/C=C/c1ccc(O)c(OC)c1,0.178278777,0.909738281,0.854041152,-4.675927489,32.64727137,45.767534,0.208456882,0.403941441,0.206648511,0.082504919,0.450710926,0.241893291,0.335386616,12.72210577,0.405903466,0.969683358,2.182703065,2.935790964,0.109334495,95.68512384,-2.665740186,2.412381817
